lastTicketingDate,numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Base Price,Grand Total Price,Branded Fare Labels,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,First flight departure,Second flight departure,Third flight departure,First flight arrival,Second flight arrival,Third flight arrival,Meal Option,Flight depature date
2024-05-20,1,AY,19.75,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,08:20:00,,22:20:00,11:05:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,23.083333333333332,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,11:40:00,,22:20:00,14:25:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,24.5,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,08:20:00,,17:35:00,11:05:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,11.333333333333334,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.833333333333333,,,,19:05:00,,17:35:00,21:55:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,12.5,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0833333333333335, LHR,7.833333333333333,,,,14:40:00,,12:05:00,17:30:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,14.0,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.833333333333333,,,,19:05:00,,14:55:00,21:55:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,1,AY,16.916666666666668,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0833333333333335, LHR,7.833333333333333,,,,19:05:00,,12:05:00,21:55:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,9,AY,22.833333333333332,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,08:20:00,,19:15:00,11:05:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-19,9,FI,11.166666666666666,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.3333333333333335, KEF,6.166666666666667,,,,17:00:00,,15:20:00,19:10:00,,ALCOHOLIC DRINK,2024-06-17
2024-05-19,9,FI,11.333333333333334,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.333333333333333,,,,19:50:00,,18:05:00,22:10:00,,ALCOHOLIC DRINK,2024-06-17
2024-05-19,9,FI,14.166666666666666,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.3333333333333335, KEF,6.333333333333333,,,,19:50:00,,15:20:00,22:10:00,,ALCOHOLIC DRINK,2024-06-17
2024-05-19,9,FI,29.583333333333332,1,278.0,483.17,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.333333333333333,,,,19:50:00,,23:50:00,22:10:00,,ALCOHOLIC DRINK,2024-06-17
2024-05-19,9,FI,32.333333333333336,1,278.0,483.17,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.166666666666667,,,,17:00:00,,18:05:00,19:10:00,,ALCOHOLIC DRINK,2024-06-17
2024-05-20,4,IB,30.166666666666668,1,266.0,491.2,BASIC,0,FIRST CHECKED BAG,True,3.0, BCN,8.916666666666666,,,,18:45:00,,00:30:00,21:40:00,,MEAL,2024-06-17
2024-05-20,9,IB,24.833333333333332,1,266.0,495.03,BASIC,0,FIRST CHECKED BAG,True,3.1666666666666665, MAD,8.25,,,,12:25:00,,23:00:00,14:40:00,,MEAL,2024-06-17
2024-05-20,9,IB,29.083333333333332,1,266.0,495.03,BASIC,0,FIRST CHECKED BAG,True,3.1666666666666665, MAD,8.583333333333334,,,,16:20:00,,23:00:00,18:55:00,,MEAL,2024-06-17
2024-05-21,1,LO,15.666666666666666,1,349.0,549.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.5,,,,16:50:00,,12:05:00,20:20:00,,HOT DINNER,2024-06-17
2024-05-21,9,LO,19.333333333333332,1,349.0,549.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.5,,,,16:50:00,,08:25:00,20:20:00,,HOT DINNER,2024-06-17
2024-06-17,7,JU,32.25,1,465.0,555.74,,2,,,2.1666666666666665, BEG,10.0,,,,07:50:00,,11:45:00,11:50:00,,,2024-06-17
2024-05-21,9,LO,26.333333333333332,1,429.0,629.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.333333333333334,,,,12:25:00,,20:50:00,15:45:00,,HOT DINNER,2024-06-17
2024-05-20,1,AY,21.166666666666668,1,430.0,656.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,09:45:00,,22:20:00,12:30:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,4,AY,24.25,1,430.0,656.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,,,,09:45:00,,19:15:00,12:30:00,,MEAL AND BEVERAGE,2024-06-17
2024-05-20,4,IB,18.0,1,445.0,662.45,BASIC,0,FIRST CHECKED BAG,True,3.0, BCN,8.916666666666666,,,,18:45:00,,12:40:00,21:40:00,,MEAL,2024-06-17
2024-05-21,4,LO,13.416666666666666,1,349.0,664.56,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,1.3333333333333333, WAW,9.5,,,,16:50:00,,14:15:00,20:20:00,,HOT DINNER,2024-06-17
2024-05-21,4,LO,28.916666666666668,1,349.0,664.56,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,1.3333333333333333, WAW,9.333333333333334,,,,12:25:00,,18:10:00,15:45:00,,HOT DINNER,2024-06-17
2024-05-21,9,TK,18.166666666666668,1,484.0,756.46,RESTRICTED,2,1 PIECE X 8 KG CABIN BAGGAGE,False,3.4166666666666665, IST,10.75,,,,18:45:00,,14:45:00,22:30:00,,MEAL SERVICE,2024-06-17
2024-06-17,9,AZ,18.583333333333332,2,858.0,1061.24,ECONOMY FLEX,1,,,2.0833333333333335, CDG,2.0833333333333335, FCO,9.75,,11:40:00,15:10:00,08:25:00,13:45:00,18:55:00,MEAL AND WINE,2024-06-17
2024-05-25,9,AC,15.0,1,904.0,1108.46,BASIC,0,CHECKED BAG FIRST,True,7.583333333333333, YUL,1.8333333333333335,,,,19:30:00,,13:55:00,21:20:00,,COMPLIMENTARY MEAL,2024-06-17
2024-05-25,9,UA,15.0,1,904.0,1108.46,BASIC ECONOMY,0,CHECKED BAG FIRST,True,7.583333333333333, YUL,1.8333333333333335,,,,19:30:00,,13:55:00,21:20:00,,,2024-06-17
2024-05-25,9,UA,12.833333333333334,1,904.0,1111.35,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.8333333333333335, ZRH,9.166666666666666,,,,13:20:00,,11:30:00,16:30:00,,,2024-06-17
2024-05-25,9,UA,11.916666666666666,1,904.0,1111.71,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5833333333333335, MUC,8.916666666666666,,,,11:55:00,,10:30:00,14:50:00,,,2024-06-17
2024-05-25,9,UA,14.75,1,904.0,1111.71,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5833333333333335, MUC,8.916666666666666,,,,11:55:00,,07:40:00,14:50:00,,,2024-06-17
2024-05-25,9,UA,12.166666666666666,1,904.0,1112.23,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5833333333333335, BRU,8.416666666666666,,,,10:35:00,,08:25:00,13:00:00,,,2024-06-17
2024-05-25,9,AC,15.883333333333333,1,904.0,1113.83,BASIC,0,CHECKED BAG FIRST,True,8.25, YYZ,1.8,,,,20:30:00,,14:40:00,22:18:00,,COMPLIMENTARY MEAL,2024-06-17
2024-05-25,9,UA,15.883333333333333,1,904.0,1113.83,BASIC ECONOMY,0,CHECKED BAG FIRST,True,8.25, YYZ,1.8,,,,20:30:00,,14:40:00,22:18:00,,,2024-06-17
2024-05-25,9,UA,11.25,1,904.0,1114.61,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5, FRA,8.916666666666666,,,,17:10:00,,16:20:00,20:05:00,,,2024-06-17
2024-05-25,9,UA,13.833333333333334,1,904.0,1114.61,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5, FRA,8.916666666666666,,,,17:10:00,,13:45:00,20:05:00,,,2024-06-17
2024-05-25,9,UA,16.416666666666668,1,904.0,1114.61,BASIC ECONOMY,0,CHECKED BAG FIRST,True,1.5, FRA,8.916666666666666,,,,17:10:00,,11:10:00,20:05:00,,,2024-06-17
2024-05-25,9,OS,16.166666666666668,1,904.0,1128.81,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.6666666666666665, VIE,8.0,,,,18:00:00,,11:30:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,OS,16.25,1,904.0,1128.81,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.6666666666666665, VIE,9.166666666666666,,,,16:55:00,,11:30:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,OS,19.0,1,904.0,1128.81,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.6666666666666665, VIE,8.0,,,,18:00:00,,08:40:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,OS,19.083333333333332,1,904.0,1128.81,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.6666666666666665, VIE,9.166666666666666,,,,16:55:00,,08:40:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LX,12.833333333333334,1,904.0,1128.85,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.8333333333333335, ZRH,9.166666666666666,,,,13:20:00,,11:30:00,16:30:00,,CATERING ON EUROPE AND CAI FLT,2024-06-17
2024-05-25,9,LH,14.666666666666666,1,904.0,1129.21,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5833333333333335, MUC,8.916666666666666,,,,11:55:00,,07:45:00,14:50:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,11.166666666666666,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,,,,18:00:00,,16:20:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,11.25,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.916666666666666,,,,17:10:00,,16:20:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,13.666666666666666,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,7.583333333333333,,,,20:55:00,,16:20:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,14.333333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.833333333333334,,,,20:20:00,,16:20:00,23:10:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LH,12.833333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.5,,,,10:55:00,,08:05:00,13:25:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LH,14.0,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,,,,18:00:00,,13:30:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LH,14.0,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,10.0,,,,16:00:00,,13:30:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LH,14.083333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.916666666666666,,,,17:10:00,,13:30:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,9,LH,16.5,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,7.583333333333333,,,,20:55:00,,13:30:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-06-17,9,VS,8.833333333333334,0,1001.0,1205.46,ECONOMY LIGHT,0,1ST BAG MAX 23KG,True,8.833333333333334,,,,,,,,16:50:00,,,MEALS AND DRINKS,2024-06-17
2024-05-25,4,LX,14.583333333333334,1,988.0,1212.85,ECONOMY SAVER,1,,,1.75, ZRH,9.166666666666666,,,,13:20:00,,09:40:00,16:30:00,,CATERING ON EUROPE AND CAI FLT,2024-06-17
2024-05-25,4,LH,11.916666666666666,1,988.0,1213.21,ECONOMY SAVER,1,,,1.5833333333333335, MUC,8.0,,,,20:00:00,,17:40:00,22:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,10.25,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,7.583333333333333,,,,20:55:00,,19:45:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,12.75,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.0,,,,18:00:00,,14:45:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,12.75,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,10.0,,,,16:00:00,,14:45:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,12.833333333333334,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.916666666666666,,,,17:10:00,,14:45:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,15.25,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,7.583333333333333,,,,20:55:00,,14:45:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-05-25,4,LH,15.916666666666666,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.833333333333334,,,,20:20:00,,14:45:00,23:10:00,,CATERING ON EUROPE FLTS,2024-06-17
2024-06-17,9,AF,10.5,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,,,,17:05:00,,16:05:00,19:10:00,,SNACK,2024-06-17
2024-06-17,9,AF,10.916666666666666,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.25,,,,14:30:00,,13:15:00,16:45:00,,SNACK,2024-06-17
2024-06-17,9,AF,12.0,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.0,,,,13:25:00,,10:50:00,15:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,13.333333333333334,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.25,,,,14:30:00,,10:50:00,16:45:00,,SNACK,2024-06-17
2024-06-17,9,AF,13.333333333333334,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,,,,17:05:00,,13:15:00,19:10:00,,SNACK,2024-06-17
2024-06-17,9,AF,15.416666666666666,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.0,,,,13:25:00,,07:25:00,15:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,15.75,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,,,,17:05:00,,10:50:00,19:10:00,,SNACK,2024-06-17
2024-06-17,9,AF,16.75,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.25,,,,14:30:00,,07:25:00,16:45:00,,SNACK,2024-06-17
2024-06-17,9,AF,19.166666666666668,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,,,,17:05:00,,07:25:00,19:10:00,,SNACK,2024-06-17
2024-06-17,9,AF,12.416666666666666,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0833333333333335, CDG,8.25,,,,10:30:00,,08:25:00,12:45:00,,SNACK,2024-06-17
2024-06-17,9,AF,12.583333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,,,,20:30:00,,17:50:00,22:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,12.75,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,,,,16:30:00,,14:05:00,18:50:00,,SNACK,2024-06-17
2024-06-17,9,AF,14.583333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.166666666666666,,,,18:30:00,,14:05:00,20:40:00,,SNACK,2024-06-17
2024-06-17,9,AF,15.083333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,,,,16:30:00,,11:45:00,18:50:00,,SNACK,2024-06-17
2024-06-17,9,AF,16.333333333333332,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,,,,20:30:00,,14:05:00,22:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,16.916666666666668,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.166666666666666,,,,18:30:00,,11:45:00,20:40:00,,SNACK,2024-06-17
2024-06-17,9,AF,18.5,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0833333333333335, CDG,8.333333333333334,,,,16:30:00,,08:25:00,18:50:00,,SNACK,2024-06-17
2024-06-17,9,AF,18.666666666666668,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,,,,20:30:00,,11:45:00,22:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,20.333333333333332,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0833333333333335, CDG,8.166666666666666,,,,18:30:00,,08:25:00,20:40:00,,SNACK,2024-06-17
2024-06-17,9,AF,22.083333333333332,1,1001.0,1248.73,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0833333333333335, CDG,7.916666666666667,,,,20:30:00,,08:25:00,22:25:00,,SNACK,2024-06-17
2024-06-17,9,AF,12.083333333333334,1,1389.0,1626.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,,,,13:30:00,,11:45:00,15:50:00,,SNACK,2024-06-17
2024-06-17,9,SK,9.0,0,1720.0,1956.03,SAS GO PRO,1,,,9.0,,,,,,,,15:40:00,,,FOOD AND BEVERAGE,2024-06-17
2024-06-17,9,SK,9.0,0,1720.0,1956.03,SAS GO PRO,1,,,9.0,,,,,,,,17:40:00,,,FOOD AND BEVERAGE,2024-06-17
2024-05-19,9,FI,17.833333333333332,1,226.0,429.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.3333333333333335, KEF,6.166666666666667,,,,17:00:00,,08:40:00,19:10:00,,ALCOHOLIC DRINK,2024-06-18
