Duration,Departure IATACodes,Departure Terminals,Number of Stops,layover durations,Arrival Terminals,Departure Times,Arrival Times,Airline,Blacklist
PT15H25M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-22T06:00:00, 2024-06-22T13:25:00","2024-06-22T07:25:00, 2024-06-22T15:25:00","KL, KL","False, False"
PT15H45M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-22T09:25:00, 2024-06-22T17:05:00","2024-06-22T10:50:00, 2024-06-22T19:10:00","KL, KL","False, False"
PT12H25M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H15M'}","2F, 1","2024-06-22T06:20:00, 2024-06-22T10:30:00","2024-06-22T08:25:00, 2024-06-22T12:45:00","AF, AF","False, False"
PT12H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-22T15:50:00, 2024-06-22T20:30:00","2024-06-22T17:50:00, 2024-06-22T22:25:00","AF, AF","False, False"
PT12H45M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-22T12:05:00, 2024-06-22T16:30:00","2024-06-22T14:05:00, 2024-06-22T18:50:00","AF, AF","False, False"
PT14H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-22T12:05:00, 2024-06-22T18:30:00","2024-06-22T14:05:00, 2024-06-22T20:40:00","AF, AF","False, False"
PT15H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-22T09:45:00, 2024-06-22T16:30:00","2024-06-22T11:45:00, 2024-06-22T18:50:00","AF, AF","False, False"
PT16H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-22T12:05:00, 2024-06-22T20:30:00","2024-06-22T14:05:00, 2024-06-22T22:25:00","AF, AF","False, False"
PT16H55M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-22T09:45:00, 2024-06-22T18:30:00","2024-06-22T11:45:00, 2024-06-22T20:40:00","AF, AF","False, False"
PT18H30M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H20M'}","2F, 1","2024-06-22T06:20:00, 2024-06-22T16:30:00","2024-06-22T08:25:00, 2024-06-22T18:50:00","AF, AF","False, False"
PT18H40M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-22T09:45:00, 2024-06-22T20:30:00","2024-06-22T11:45:00, 2024-06-22T22:25:00","AF, AF","False, False"
PT12H5M,"CPH, CDG","2, ",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, ","2024-06-22T09:45:00, 2024-06-22T13:30:00","2024-06-22T11:45:00, 2024-06-22T15:50:00","AF, AF","False, False"
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-22T12:40:00,2024-06-22T15:40:00,SK,False
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-22T14:40:00,2024-06-22T17:40:00,SK,False
PT19H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T06:00:00, 2024-06-23T14:10:00, 2024-06-23T17:30:00","2024-06-23T08:55:00, 2024-06-23T15:40:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T12:45:00, 2024-06-24T06:00:00, 2024-06-24T17:30:00","2024-06-23T15:35:00, 2024-06-24T07:30:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T12:45:00, 2024-06-24T12:35:00, 2024-06-24T17:30:00","2024-06-23T15:35:00, 2024-06-24T14:05:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T12:45:00, 2024-06-24T14:10:00, 2024-06-24T17:30:00","2024-06-23T15:35:00, 2024-06-24T15:40:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T12:45:00, 2024-06-23T19:25:00, 2024-06-24T17:30:00","2024-06-23T15:35:00, 2024-06-23T20:55:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT43H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T06:00:00, 2024-06-24T06:00:00, 2024-06-24T17:30:00","2024-06-23T08:55:00, 2024-06-24T07:30:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT43H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-23T06:00:00, 2024-06-23T19:25:00, 2024-06-24T17:30:00","2024-06-23T08:55:00, 2024-06-23T20:55:00, 2024-06-24T19:35:00","S4, S4, S4","False, False, False"
PT13H20M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H50M', 'LIS': 'PT8H'}","1, 1","2024-06-23T12:45:00, 2024-06-23T17:05:00","2024-06-23T15:35:00, 2024-06-23T20:05:00","TP, TP","False, False"
PT20H5M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H55M', 'LIS': 'PT8H'}","1, 1","2024-06-23T06:00:00, 2024-06-23T17:05:00","2024-06-23T08:55:00, 2024-06-23T20:05:00","TP, TP","False, False"
PT11H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-23T13:15:00, 2024-06-23T17:20:00","2024-06-23T15:45:00, 2024-06-23T19:05:00","AY, AY","False, False"
PT12H40M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-23T12:25:00, 2024-06-23T17:20:00","2024-06-23T14:55:00, 2024-06-23T19:05:00","AY, AY","False, False"
PT16H20M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-23T08:45:00, 2024-06-23T17:20:00","2024-06-23T11:15:00, 2024-06-23T19:05:00","AY, AY","False, False"
PT27H30M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-23T21:35:00, 2024-06-24T17:20:00","2024-06-24T00:05:00, 2024-06-24T19:05:00","AY, AY","False, False"
PT11H15M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H50M'}","5, 8","2024-06-23T16:40:00, 2024-06-23T19:05:00","2024-06-23T17:40:00, 2024-06-23T21:55:00","AY, AY","False, False"
PT19H15M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-23T22:35:00, 2024-06-24T09:40:00","2024-06-23T23:50:00, 2024-06-24T11:50:00","FI, FI","False, False"
PT25H,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-23T16:50:00, 2024-06-24T09:40:00","2024-06-23T18:05:00, 2024-06-24T11:50:00","FI, FI","False, False"
PT29H55M,"CPH, BCN","2, 1",1,"{'CPH': 'PT3H', 'BCN': 'PT8H55M'}","1, 8","2024-06-23T21:45:00, 2024-06-24T18:45:00","2024-06-24T00:45:00, 2024-06-24T21:40:00","IB, IB","False, False"
PT11H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-23T13:15:00, 2024-06-23T17:20:00","2024-06-23T15:45:00, 2024-06-23T19:05:00","AY, IB","False, False"
PT24H50M,"CPH, MAD","2, 4S",1,"{'CPH': 'PT3H10M', 'MAD': 'PT8H15M'}","4, 8","2024-06-23T19:50:00, 2024-06-24T12:25:00","2024-06-23T23:00:00, 2024-06-24T14:40:00","IB, IB","False, False"
PT11H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H10M'}",", 7","2024-06-23T14:00:00, 2024-06-23T17:00:00","2024-06-23T15:20:00, 2024-06-23T19:10:00","FI, FI","False, False"
PT11H20M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H20M'}",", 7","2024-06-23T16:50:00, 2024-06-23T19:50:00","2024-06-23T18:05:00, 2024-06-23T22:10:00","FI, FI","False, False"
PT14H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H20M'}",", 7","2024-06-23T14:00:00, 2024-06-23T19:50:00","2024-06-23T15:20:00, 2024-06-23T22:10:00","FI, FI","False, False"
PT25H50M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H20M'}",", 7","2024-06-23T19:55:00, 2024-06-24T12:25:00","2024-06-23T21:20:00, 2024-06-24T15:45:00","LO, LO","False, False"
PT21H30M,"CPH, BEG","2, 2",1,"{'CPH': 'PT2H10M', 'BEG': 'PT10H'}","2, 1","2024-06-23T20:20:00, 2024-06-24T07:50:00","2024-06-23T22:30:00, 2024-06-24T11:50:00","JU, JU","False, False"
PT13H25M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H5M', 'LGW': 'PT8H'}","5, 8","2024-06-23T10:40:00, 2024-06-23T15:05:00","2024-06-23T11:45:00, 2024-06-23T18:05:00","AY, AY","False, False"
PT11H30M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-23T10:40:00, 2024-06-23T13:20:00","2024-06-23T11:45:00, 2024-06-23T16:10:00","AY, AY","False, False"
PT16H25M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT8H'}","5, 8","2024-06-23T10:40:00, 2024-06-23T18:05:00","2024-06-23T11:45:00, 2024-06-23T21:05:00","AY, AY","False, False"
PT11H35M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H55M'}","5, 8","2024-06-23T13:40:00, 2024-06-23T16:20:00","2024-06-23T14:40:00, 2024-06-23T19:15:00","AY, AY","False, False"
PT14H15M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H50M'}","5, 8","2024-06-23T13:40:00, 2024-06-23T19:05:00","2024-06-23T14:40:00, 2024-06-23T21:55:00","AY, AY","False, False"
PT12H50M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-23T10:40:00, 2024-06-23T14:40:00","2024-06-23T11:45:00, 2024-06-23T17:30:00","AY, AY","False, False"
PT14H35M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H55M'}","5, 8","2024-06-23T10:40:00, 2024-06-23T16:20:00","2024-06-23T11:45:00, 2024-06-23T19:15:00","AY, AY","False, False"
PT17H15M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-23T10:40:00, 2024-06-23T19:05:00","2024-06-23T11:45:00, 2024-06-23T21:55:00","AY, AY","False, False"
PT13H25M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT8H'}","5, 8","2024-06-23T13:40:00, 2024-06-23T18:05:00","2024-06-23T14:40:00, 2024-06-23T21:05:00","AY, AY","False, False"
PT30H25M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H30M'}",", 7","2024-06-23T19:55:00, 2024-06-24T16:50:00","2024-06-23T21:20:00, 2024-06-24T20:20:00","LO, LO","False, False"
PT17H50M,"CPH, BCN","2, 1",1,"{'CPH': 'PT3H', 'BCN': 'PT8H55M'}","1, 8","2024-06-23T09:50:00, 2024-06-23T18:45:00","2024-06-23T12:50:00, 2024-06-23T21:40:00","IB, IB","False, False"
PT13H25M,"CPH, WAW","3, ",1,"{'CPH': 'PT1H20M', 'WAW': 'PT9H30M'}",", 7","2024-06-23T12:55:00, 2024-06-23T16:50:00","2024-06-23T14:15:00, 2024-06-23T20:20:00","LO, LO","False, False"
PT22H55M,"CPH, IST","2, ",1,"{'CPH': 'PT3H15M', 'IST': 'PT10H45M'}",", 1","2024-06-23T00:35:00, 2024-06-23T13:45:00","2024-06-23T04:50:00, 2024-06-23T17:30:00","TK, TK","False, False"
PT27H55M,"CPH, IST","2, ",1,"{'CPH': 'PT3H15M', 'IST': 'PT10H45M'}",", 1","2024-06-23T00:35:00, 2024-06-23T18:45:00","2024-06-23T04:50:00, 2024-06-23T22:30:00","TK, TK","False, False"
PT17H45M,"CPH, AMS, MAD","2, , 1",2,"{'CPH': 'PT1H25M', 'AMS': 'PT2H40M', 'MAD': 'PT8H15M'}",", 2, 4","2024-06-23T06:00:00, 2024-06-23T11:00:00, 2024-06-23T15:30:00","2024-06-23T07:25:00, 2024-06-23T13:40:00, 2024-06-23T17:45:00","UX, UX, UX","False, False, False"
PT17H45M,"CPH, AMS, MAD","2, , 1",2,"{'CPH': 'PT1H25M', 'AMS': 'PT2H35M', 'MAD': 'PT8H15M'}",", 2, 4","2024-06-23T06:00:00, 2024-06-23T09:30:00, 2024-06-23T15:30:00","2024-06-23T07:25:00, 2024-06-23T12:05:00, 2024-06-23T17:45:00","UX, UX, UX","False, False, False"
PT18H35M,"CPH, CDG, FCO","2, 2B, 1",2,"{'CPH': 'PT2H5M', 'CDG': 'PT2H5M', 'FCO': 'PT9H45M'}","2F, 1, 1","2024-06-23T06:20:00, 2024-06-23T11:40:00, 2024-06-23T15:10:00","2024-06-23T08:25:00, 2024-06-23T13:45:00, 2024-06-23T18:55:00","AZ, AZ, AZ","False, False, False"
PT12H10M,"CPH, BRU","2, ",1,"{'CPH': 'PT1H35M', 'BRU': 'PT8H25M'}",", 1","2024-06-23T06:50:00, 2024-06-23T10:35:00","2024-06-23T08:25:00, 2024-06-23T13:00:00","UA, UA","False, False"
PT15H58M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H53M'}","1, 7","2024-06-23T12:25:00, 2024-06-23T20:30:00","2024-06-23T14:40:00, 2024-06-23T22:23:00","AC, AC","False, False"
PT15H58M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H53M'}","1, 7","2024-06-23T12:25:00, 2024-06-23T20:30:00","2024-06-23T14:40:00, 2024-06-23T22:23:00","UA, UA","False, False"
PT11H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T14:50:00, 2024-06-23T17:10:00","2024-06-23T16:20:00, 2024-06-23T20:05:00","UA, UA","False, False"
PT13H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H30M'}","1, 1","2024-06-23T06:20:00, 2024-06-23T10:55:00","2024-06-23T07:50:00, 2024-06-23T13:25:00","UA, UA","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T12:05:00, 2024-06-23T17:10:00","2024-06-23T13:35:00, 2024-06-23T20:05:00","UA, UA","False, False"
PT16H25M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T09:40:00, 2024-06-23T17:10:00","2024-06-23T11:10:00, 2024-06-23T20:05:00","UA, UA","False, False"
PT19H45M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T06:20:00, 2024-06-23T17:10:00","2024-06-23T07:50:00, 2024-06-23T20:05:00","UA, UA","False, False"
PT16H10M,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-23T09:50:00, 2024-06-23T18:00:00","2024-06-23T11:30:00, 2024-06-23T20:00:00","OS, OS","False, False"
PT16H15M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-23T09:50:00, 2024-06-23T16:55:00","2024-06-23T11:30:00, 2024-06-23T20:05:00","OS, OS","False, False"
PT19H,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-23T07:00:00, 2024-06-23T18:00:00","2024-06-23T08:40:00, 2024-06-23T20:00:00","OS, OS","False, False"
PT19H5M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-23T07:00:00, 2024-06-23T16:55:00","2024-06-23T08:40:00, 2024-06-23T20:05:00","OS, OS","False, False"
PT12H50M,"CPH, ZRH","2, ",1,"{'CPH': 'PT1H50M', 'ZRH': 'PT9H10M'}",", 1","2024-06-23T09:40:00, 2024-06-23T13:20:00","2024-06-23T11:30:00, 2024-06-23T16:30:00","LX, LX","False, False"
PT10H55M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-23T17:05:00, 2024-06-23T20:00:00","2024-06-23T18:40:00, 2024-06-23T22:00:00","LH, LH","False, False"
PT12H,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-23T08:50:00, 2024-06-23T11:55:00","2024-06-23T10:25:00, 2024-06-23T14:50:00","LH, LH","False, False"
PT14H40M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-23T06:10:00, 2024-06-23T11:55:00","2024-06-23T07:45:00, 2024-06-23T14:50:00","LH, LH","False, False"
PT15H10M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-23T12:50:00, 2024-06-23T20:00:00","2024-06-23T14:25:00, 2024-06-23T22:00:00","LH, LH","False, False"
PT12H10M,"CPH, BRU","2, ",1,"{'CPH': 'PT1H35M', 'BRU': 'PT8H25M'}",", 1","2024-06-23T06:50:00, 2024-06-23T10:35:00","2024-06-23T08:25:00, 2024-06-23T13:00:00","SN, SN","False, False"
PT12H50M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H30M'}","1, 1","2024-06-23T06:35:00, 2024-06-23T10:55:00","2024-06-23T08:05:00, 2024-06-23T13:25:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-23T12:00:00, 2024-06-23T18:00:00","2024-06-23T13:30:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-23T12:00:00, 2024-06-23T16:00:00","2024-06-23T13:30:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT14H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T12:00:00, 2024-06-23T17:10:00","2024-06-23T13:30:00, 2024-06-23T20:05:00","LH, LH","False, False"
PT16H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-23T09:45:00, 2024-06-23T18:00:00","2024-06-23T11:15:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT16H25M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-23T09:35:00, 2024-06-23T18:00:00","2024-06-23T11:05:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT16H30M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-23T12:00:00, 2024-06-23T20:55:00","2024-06-23T13:30:00, 2024-06-23T22:30:00","LH, LH","False, False"
PT8H50M,CPH,2,0,{'CPH': 'PT8H50M'},4,2024-06-23T14:00:00,2024-06-23T16:50:00,VS,False
PT14H30M,"CPH, ZRH","3, ",1,"{'CPH': 'PT1H45M', 'ZRH': 'PT9H10M'}",", 1","2024-06-23T08:00:00, 2024-06-23T13:20:00","2024-06-23T09:45:00, 2024-06-23T16:30:00","LX, LX","False, False"
PT13H55M,"CPH, MUC","3, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-23T14:05:00, 2024-06-23T20:00:00","2024-06-23T15:40:00, 2024-06-23T22:00:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-23T13:15:00, 2024-06-23T18:00:00","2024-06-23T14:45:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-23T13:15:00, 2024-06-23T16:00:00","2024-06-23T14:45:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT12H50M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T13:15:00, 2024-06-23T17:10:00","2024-06-23T14:45:00, 2024-06-23T20:05:00","LH, LH","False, False"
PT15H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-23T13:15:00, 2024-06-23T20:55:00","2024-06-23T14:45:00, 2024-06-23T22:30:00","LH, LH","False, False"
PT10H30M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-23T14:40:00, 2024-06-23T17:05:00","2024-06-23T16:05:00, 2024-06-23T19:10:00","KL, KL","False, False"
PT12H,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-23T09:25:00, 2024-06-23T13:25:00","2024-06-23T10:50:00, 2024-06-23T15:25:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-23T11:50:00, 2024-06-23T17:05:00","2024-06-23T13:15:00, 2024-06-23T19:10:00","KL, KL","False, False"
PT15H25M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-23T06:00:00, 2024-06-23T13:25:00","2024-06-23T07:25:00, 2024-06-23T15:25:00","KL, KL","False, False"
PT15H45M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-23T09:25:00, 2024-06-23T17:05:00","2024-06-23T10:50:00, 2024-06-23T19:10:00","KL, KL","False, False"
PT19H10M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-23T06:00:00, 2024-06-23T17:05:00","2024-06-23T07:25:00, 2024-06-23T19:10:00","KL, KL","False, False"
PT12H25M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H15M'}","2F, 1","2024-06-23T06:20:00, 2024-06-23T10:30:00","2024-06-23T08:25:00, 2024-06-23T12:45:00","AF, AF","False, False"
PT12H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-23T15:50:00, 2024-06-23T20:30:00","2024-06-23T17:50:00, 2024-06-23T22:25:00","AF, AF","False, False"
PT12H45M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-23T12:05:00, 2024-06-23T16:30:00","2024-06-23T14:05:00, 2024-06-23T18:50:00","AF, AF","False, False"
PT14H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-23T12:05:00, 2024-06-23T18:30:00","2024-06-23T14:05:00, 2024-06-23T20:40:00","AF, AF","False, False"
PT15H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-23T09:45:00, 2024-06-23T16:30:00","2024-06-23T11:45:00, 2024-06-23T18:50:00","AF, AF","False, False"
PT16H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-23T12:05:00, 2024-06-23T20:30:00","2024-06-23T14:05:00, 2024-06-23T22:25:00","AF, AF","False, False"
PT16H55M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-23T09:45:00, 2024-06-23T18:30:00","2024-06-23T11:45:00, 2024-06-23T20:40:00","AF, AF","False, False"
PT18H30M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H20M'}","2F, 1","2024-06-23T06:20:00, 2024-06-23T16:30:00","2024-06-23T08:25:00, 2024-06-23T18:50:00","AF, AF","False, False"
PT18H40M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-23T09:45:00, 2024-06-23T20:30:00","2024-06-23T11:45:00, 2024-06-23T22:25:00","AF, AF","False, False"
PT20H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H10M'}","2F, 1","2024-06-23T06:20:00, 2024-06-23T18:30:00","2024-06-23T08:25:00, 2024-06-23T20:40:00","AF, AF","False, False"
PT22H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT7H55M'}","2F, 1","2024-06-23T06:20:00, 2024-06-23T20:30:00","2024-06-23T08:25:00, 2024-06-23T22:25:00","AF, AF","False, False"
PT12H5M,"CPH, CDG","2, ",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, ","2024-06-23T09:45:00, 2024-06-23T13:30:00","2024-06-23T11:45:00, 2024-06-23T15:50:00","AF, AF","False, False"
PT11H10M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-23T14:50:00, 2024-06-23T18:00:00","2024-06-23T16:20:00, 2024-06-23T20:00:00","LH, LH","False, False"
PT11H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-23T14:50:00, 2024-06-23T17:10:00","2024-06-23T16:20:00, 2024-06-23T20:05:00","LH, LH","False, False"
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-23T12:40:00,2024-06-23T15:40:00,SK,False
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-23T14:40:00,2024-06-23T17:40:00,SK,False
