id,type,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,validatingAirlineCodes,Duration,Departure IATACodes,Departure Terminals,Number of Stops,layover durations,Arrival Terminals,Departure Times,Arrival Times,Airline,Blacklist,Currency,Total Price,Base Price,Fee Amount,Grand Total Price,Additional fees,Fee Type,Traveler ID,Fare Option,Traveler Type,Segment IDs,Cabins,Fare Bases,Branded Fares,Branded Fare Labels,Classes,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,BAGGAGE_amenityProvider,MEAL_description,MEAL_isChargeable,MEAL_amenityProvider,ENTERTAINMENT_description,ENTERTAINMENT_isChargeable,ENTERTAINMENT_amenityProvider,BRANDED_FARES_description,BRANDED_FARES_isChargeable,BRANDED_FARES_amenityProvider,PRE_RESERVED_SEAT_description,PRE_RESERVED_SEAT_isChargeable,PRE_RESERVED_SEAT_amenityProvider,TRAVEL_SERVICES_description,TRAVEL_SERVICES_isChargeable,TRAVEL_SERVICES_amenityProvider
516.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,4.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,7.0,"[""ET""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-21,2024-06-21,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,4.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,5.0,"[""JU""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,2.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,7.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,8.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,7.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,3.0,"[""UX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,3.0,"[""UX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""TK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AZ""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""AC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""AC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,7.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""SN""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""VS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-22,2024-06-22,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,7.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
