id,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Airline,Base Price,Grand Total Price,Currency.1,Total Price.1,Base Price.1,Branded Fares,Branded Fare Labels,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,BRANDED_FARES_description,BRANDED_FARES_isChargeable,BRANDED_FARES_amenityProvider,PRE_RESERVED_SEAT_description,PRE_RESERVED_SEAT_isChargeable,PRE_RESERVED_SEAT_amenityProvider,TRAVEL_SERVICES_description,TRAVEL_SERVICES_isChargeable,TRAVEL_SERVICES_amenityProvider,Origin Airport,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,Firt flight departure,Second flight departure,Third flight departure,Firt flight arrival,Second flight arrival,Third flight arrival,Origin airport,1st layover,2nd layover,Branded Fares Lables,Meal Option
1,2024-05-19,2024-05-19,9,FI,PT26H35M,1,FI,226.0,431.17,EUR,431.17,226.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H15M, KEF, PT6H10M,,,2024-06-17T22:35:00, 2024-06-18T17:00:00,,2024-06-17T23:50:00, 2024-06-18T19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
2,2024-05-19,2024-05-19,9,TP,PT13H20M,1,TP,267.0,434.28,EUR,434.28,267.0,DISCOUNT,DISCOUNT,0,FIRST BAG UP TO 23KG AND 158CM,True,,,,EXTRA LEG ROOM OR FRONT SEAT,True,BrandedFare,,,,CPH, PT3H50M, LIS, PT8H,,,2024-06-17T12:45:00, 2024-06-17T17:05:00,,2024-06-17T15:35:00, 2024-06-17T20:05:00,,CPH, LIS,,DISCOUNT,MEAL 1
3,2024-05-19,2024-05-19,9,TP,PT20H5M,1,TP,267.0,434.28,EUR,434.28,267.0,DISCOUNT,DISCOUNT,0,FIRST BAG UP TO 23KG AND 158CM,True,,,,EXTRA LEG ROOM OR FRONT SEAT,True,BrandedFare,,,,CPH, PT3H55M, LIS, PT8H,,,2024-06-17T06:00:00, 2024-06-17T17:05:00,,2024-06-17T08:55:00, 2024-06-17T20:05:00,,CPH, LIS,,DISCOUNT,MEAL 1
4,2024-05-19,2024-05-19,9,TP,PT32H25M,1,TP,267.0,439.66,EUR,439.66,267.0,DISCOUNT,DISCOUNT,0,FIRST BAG UP TO 23KG AND 158CM,True,,,,EXTRA LEG ROOM OR FRONT SEAT,True,BrandedFare,,,,CPH, PT3H55M, LIS, PT8H,,,2024-06-17T17:40:00, 2024-06-18T17:05:00,,2024-06-17T20:35:00, 2024-06-18T20:05:00,,CPH, LIS,,DISCOUNT,MEAL 1
5,2024-05-19,2024-05-19,1,S4,PT19H35M,2,S4,191.0,448.25,EUR,448.25,191.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H55M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T06:00:00, 2024-06-17T12:35:00, 2024-06-17T17:30:00,2024-06-17T08:55:00, 2024-06-17T14:05:00, 2024-06-17T19:35:00,CPH, LIS, PDL,BSC,MEAL
6,2024-05-19,2024-05-19,1,S4,PT19H35M,2,S4,191.0,448.25,EUR,448.25,191.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H55M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T06:00:00, 2024-06-17T14:10:00, 2024-06-17T17:30:00,2024-06-17T08:55:00, 2024-06-17T15:40:00, 2024-06-17T19:35:00,CPH, LIS, PDL,BSC,MEAL
7,2024-05-19,2024-05-19,1,S4,PT31H55M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H55M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T17:40:00, 2024-06-18T06:00:00, 2024-06-18T17:30:00,2024-06-17T20:35:00, 2024-06-18T07:30:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
8,2024-05-19,2024-05-19,1,S4,PT31H55M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H55M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T17:40:00, 2024-06-18T12:35:00, 2024-06-18T17:30:00,2024-06-17T20:35:00, 2024-06-18T14:05:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
9,2024-05-19,2024-05-19,1,S4,PT31H55M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H55M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T17:40:00, 2024-06-18T14:10:00, 2024-06-18T17:30:00,2024-06-17T20:35:00, 2024-06-18T15:40:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
10,2024-05-19,2024-05-19,1,S4,PT36H50M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H50M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T12:45:00, 2024-06-18T06:00:00, 2024-06-18T17:30:00,2024-06-17T15:35:00, 2024-06-18T07:30:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
11,2024-05-19,2024-05-19,1,S4,PT36H50M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H50M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T12:45:00, 2024-06-18T12:35:00, 2024-06-18T17:30:00,2024-06-17T15:35:00, 2024-06-18T14:05:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
12,2024-05-19,2024-05-19,1,S4,PT36H50M,2,S4,203.0,460.25,EUR,460.25,203.0,BSC,BASIC,1,PRE PAID BAGGAGE,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT3H50M, LIS, PT2H30M, PDL, PT6H5M,2024-06-17T12:45:00, 2024-06-18T14:10:00, 2024-06-18T17:30:00,2024-06-17T15:35:00, 2024-06-18T15:40:00, 2024-06-18T19:35:00,CPH, LIS, PDL,BSC,MEAL
13,2024-05-20,2024-05-20,1,AY,PT13H5M,1,AY,251.0,465.92,EUR,465.92,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LGW, PT8H,,,2024-06-17T11:00:00, 2024-06-17T15:05:00,,2024-06-17T12:05:00, 2024-06-17T18:05:00,,CPH, LGW,,ELIGHT,MEAL AND BEVERAGE
14,2024-05-20,2024-05-20,1,AY,PT26H45M,1,AY,251.0,465.92,EUR,465.92,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LGW, PT8H,,,2024-06-17T21:20:00, 2024-06-18T15:05:00,,2024-06-17T22:20:00, 2024-06-18T18:05:00,,CPH, LGW,,ELIGHT,MEAL AND BEVERAGE
15,2024-05-20,2024-05-20,1,AY,PT31H30M,1,AY,251.0,465.92,EUR,465.92,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LGW, PT8H,,,2024-06-17T16:35:00, 2024-06-18T15:05:00,,2024-06-17T17:35:00, 2024-06-18T18:05:00,,CPH, LGW,,ELIGHT,MEAL AND BEVERAGE
16,2024-05-20,2024-05-20,9,AY,PT29H50M,1,AY,251.0,465.92,EUR,465.92,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LGW, PT8H,,,2024-06-17T18:15:00, 2024-06-18T15:05:00,,2024-06-17T19:15:00, 2024-06-18T18:05:00,,CPH, LGW,,ELIGHT,MEAL AND BEVERAGE
17,2024-05-20,2024-05-20,9,AY,PT11H50M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H30M, HEL, PT8H45M,,,2024-06-17T13:15:00, 2024-06-17T17:20:00,,2024-06-17T15:45:00, 2024-06-17T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
18,2024-05-20,2024-05-20,9,AY,PT12H40M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H30M, HEL, PT8H45M,,,2024-06-17T12:25:00, 2024-06-17T17:20:00,,2024-06-17T14:55:00, 2024-06-17T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
19,2024-05-20,2024-05-20,9,AY,PT16H30M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H30M, HEL, PT8H45M,,,2024-06-17T08:35:00, 2024-06-17T17:20:00,,2024-06-17T11:05:00, 2024-06-17T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
20,2024-05-20,2024-05-20,9,AY,PT18H20M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H30M, HEL, PT8H45M,,,2024-06-17T06:45:00, 2024-06-17T17:20:00,,2024-06-17T09:15:00, 2024-06-17T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
21,2024-05-20,2024-05-20,9,AY,PT29H50M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H35M, HEL, PT8H45M,,,2024-06-17T19:15:00, 2024-06-18T17:20:00,,2024-06-17T21:50:00, 2024-06-18T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
22,2024-05-20,2024-05-20,9,AY,PT32H5M,1,AY,251.0,476.9,EUR,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT1H30M, HEL, PT8H45M,,,2024-06-17T17:00:00, 2024-06-18T17:20:00,,2024-06-17T19:30:00, 2024-06-18T19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE
23,2024-05-20,2024-05-20,1,AY,PT11H10M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LHR, PT7H50M,,,2024-06-17T11:00:00, 2024-06-17T13:20:00,,2024-06-17T12:05:00, 2024-06-17T16:10:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
24,2024-05-20,2024-05-20,1,AY,PT11H20M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H55M,,,2024-06-17T13:55:00, 2024-06-17T16:20:00,,2024-06-17T14:55:00, 2024-06-17T19:15:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
25,2024-05-20,2024-05-20,1,AY,PT13H10M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT8H,,,2024-06-17T13:55:00, 2024-06-17T18:05:00,,2024-06-17T14:55:00, 2024-06-17T21:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
26,2024-05-20,2024-05-20,1,AY,PT14H15M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LHR, PT7H55M,,,2024-06-17T11:00:00, 2024-06-17T16:20:00,,2024-06-17T12:05:00, 2024-06-17T19:15:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
27,2024-05-20,2024-05-20,1,AY,PT16H5M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LHR, PT8H,,,2024-06-17T11:00:00, 2024-06-17T18:05:00,,2024-06-17T12:05:00, 2024-06-17T21:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
28,2024-05-20,2024-05-20,1,AY,PT19H45M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T21:20:00, 2024-06-18T08:20:00,,2024-06-17T22:20:00, 2024-06-18T11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
29,2024-05-20,2024-05-20,1,AY,PT23H5M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T21:20:00, 2024-06-18T11:40:00,,2024-06-17T22:20:00, 2024-06-18T14:25:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
30,2024-05-20,2024-05-20,1,AY,PT24H30M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T16:35:00, 2024-06-18T08:20:00,,2024-06-17T17:35:00, 2024-06-18T11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
31,2024-05-20,2024-05-20,1,AY,PT11H20M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H50M,,,2024-06-17T16:35:00, 2024-06-17T19:05:00,,2024-06-17T17:35:00, 2024-06-17T21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
32,2024-05-20,2024-05-20,1,AY,PT12H30M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LHR, PT7H50M,,,2024-06-17T11:00:00, 2024-06-17T14:40:00,,2024-06-17T12:05:00, 2024-06-17T17:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
33,2024-05-20,2024-05-20,1,AY,PT14H,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H50M,,,2024-06-17T13:55:00, 2024-06-17T19:05:00,,2024-06-17T14:55:00, 2024-06-17T21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
34,2024-05-20,2024-05-20,1,AY,PT16H55M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H5M, LHR, PT7H50M,,,2024-06-17T11:00:00, 2024-06-17T19:05:00,,2024-06-17T12:05:00, 2024-06-17T21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
35,2024-05-20,2024-05-20,9,AY,PT22H50M,1,AY,251.0,477.16,EUR,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T18:15:00, 2024-06-18T08:20:00,,2024-06-17T19:15:00, 2024-06-18T11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
36,2024-05-19,2024-05-19,9,FI,PT11H10M,1,FI,278.0,481.83,EUR,481.83,278.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H20M, KEF, PT6H10M,,,2024-06-17T14:00:00, 2024-06-17T17:00:00,,2024-06-17T15:20:00, 2024-06-17T19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
37,2024-05-19,2024-05-19,9,FI,PT11H20M,1,FI,278.0,481.83,EUR,481.83,278.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H15M, KEF, PT6H20M,,,2024-06-17T16:50:00, 2024-06-17T19:50:00,,2024-06-17T18:05:00, 2024-06-17T22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
38,2024-05-19,2024-05-19,9,FI,PT14H10M,1,FI,278.0,481.83,EUR,481.83,278.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H20M, KEF, PT6H20M,,,2024-06-17T14:00:00, 2024-06-17T19:50:00,,2024-06-17T15:20:00, 2024-06-17T22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
39,2024-05-19,2024-05-19,9,FI,PT29H35M,1,FI,278.0,483.17,EUR,483.17,278.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H15M, KEF, PT6H20M,,,2024-06-17T22:35:00, 2024-06-18T19:50:00,,2024-06-17T23:50:00, 2024-06-18T22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
40,2024-05-19,2024-05-19,9,FI,PT32H20M,1,FI,278.0,483.17,EUR,483.17,278.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,PREMIUM SEAT,True,BrandedFare,,,,,,,CPH, PT3H15M, KEF, PT6H10M,,,2024-06-17T16:50:00, 2024-06-18T17:00:00,,2024-06-17T18:05:00, 2024-06-18T19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK
41,2024-05-20,2024-05-20,4,IB,PT30H10M,1,IB,266.0,491.2,EUR,491.2,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H, BCN, PT8H55M,,,2024-06-17T21:30:00, 2024-06-18T18:45:00,,2024-06-18T00:30:00, 2024-06-18T21:40:00,,CPH, BCN,,BASIC,MEAL
42,2024-05-20,2024-05-20,9,IB,PT24H50M,1,IB,266.0,495.03,EUR,495.03,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H10M, MAD, PT8H15M,,,2024-06-17T19:50:00, 2024-06-18T12:25:00,,2024-06-17T23:00:00, 2024-06-18T14:40:00,,CPH, MAD,,BASIC,MEAL
43,2024-05-20,2024-05-20,9,IB,PT29H5M,1,IB,266.0,495.03,EUR,495.03,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H10M, MAD, PT8H35M,,,2024-06-17T19:50:00, 2024-06-18T16:20:00,,2024-06-17T23:00:00, 2024-06-18T18:55:00,,CPH, MAD,,BASIC,MEAL
44,2024-05-21,2024-05-21,1,LO,PT15H40M,1,LO,349.0,549.56,EUR,549.56,349.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,,,,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,,,,CPH, PT1H25M, WAW, PT9H30M,,,2024-06-17T10:40:00, 2024-06-17T16:50:00,,2024-06-17T12:05:00, 2024-06-17T20:20:00,,CPH, WAW,,ECONOBAG,HOT DINNER
45,2024-05-21,2024-05-21,9,LO,PT19H20M,1,LO,349.0,549.56,EUR,549.56,349.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,,,,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,,,,CPH, PT1H25M, WAW, PT9H30M,,,2024-06-17T07:00:00, 2024-06-17T16:50:00,,2024-06-17T08:25:00, 2024-06-17T20:20:00,,CPH, WAW,,ECONOBAG,HOT DINNER
46,2024-06-17,2024-06-17,7,JU,PT32H15M,1,JU,465.0,555.74,EUR,555.74,465.0,None,None,2,,,,,,,,,,,,CPH, PT2H10M, BEG, PT10H,,,2024-06-17T09:35:00, 2024-06-18T07:50:00,,2024-06-17T11:45:00, 2024-06-18T11:50:00,,CPH, BEG,,None,
47,2024-05-21,2024-05-21,9,LO,PT26H20M,1,LO,429.0,629.56,EUR,629.56,429.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,,,,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,,,,CPH, PT1H25M, WAW, PT9H20M,,,2024-06-17T19:25:00, 2024-06-18T12:25:00,,2024-06-17T20:50:00, 2024-06-18T15:45:00,,CPH, WAW,,ECONOBAG,HOT DINNER
48,2024-05-20,2024-05-20,1,AY,PT21H10M,1,AY,430.0,656.16,EUR,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T21:20:00, 2024-06-18T09:45:00,,2024-06-17T22:20:00, 2024-06-18T12:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
49,2024-05-20,2024-05-20,4,AY,PT24H15M,1,AY,430.0,656.16,EUR,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,,,,,,,,,,CPH, PT2H, LHR, PT7H45M,,,2024-06-17T18:15:00, 2024-06-18T09:45:00,,2024-06-17T19:15:00, 2024-06-18T12:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE
50,2024-05-20,2024-05-20,4,IB,PT18H,1,IB,445.0,662.45,EUR,662.45,445.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H, BCN, PT8H55M,,,2024-06-17T09:40:00, 2024-06-17T18:45:00,,2024-06-17T12:40:00, 2024-06-17T21:40:00,,CPH, BCN,,BASIC,MEAL
51,2024-05-21,2024-05-21,4,LO,PT13H25M,1,LO,349.0,664.56,EUR,664.56,349.0,ECOSTAND,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,,,,CPH, PT1H20M, WAW, PT9H30M,,,2024-06-17T12:55:00, 2024-06-17T16:50:00,,2024-06-17T14:15:00, 2024-06-17T20:20:00,,CPH, WAW,,ECOSTAND,HOT DINNER
52,2024-05-21,2024-05-21,4,LO,PT28H55M,1,LO,349.0,664.56,EUR,664.56,349.0,ECOSTAND,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,,,,CPH, PT1H20M, WAW, PT9H20M,,,2024-06-17T16:50:00, 2024-06-18T12:25:00,,2024-06-17T18:10:00, 2024-06-18T15:45:00,,CPH, WAW,,ECOSTAND,HOT DINNER
53,2024-05-21,2024-05-21,9,TK,PT18H10M,1,TK,484.0,756.46,EUR,756.46,484.0,RS,RESTRICTED,2,1 PIECE X 8 KG CABIN BAGGAGE,False,STANDART SEAT SELECTION,True,BrandedFare,,,,,,,CPH, PT3H25M, IST, PT10H45M,,,2024-06-17T10:20:00, 2024-06-17T18:45:00,,2024-06-17T14:45:00, 2024-06-17T22:30:00,,CPH, IST,,RS,MEAL SERVICE
54,2024-06-17,2024-06-17,9,AZ,PT18H35M,2,AZ,858.0,1061.24,EUR,1061.24,858.0,ECOFLEX,ECONOMY FLEX,1,,,REFUNDABLE TICKET,True,BrandedFare,ADVANCE SEAT RESERVATION,True,BrandedFare,,,,CPH, PT2H5M, CDG, PT2H5M, FCO, PT9H45M,2024-06-17T06:20:00, 2024-06-17T11:40:00, 2024-06-17T15:10:00,2024-06-17T08:25:00, 2024-06-17T13:45:00, 2024-06-17T18:55:00,CPH, CDG, FCO,ECOFLEX,MEAL AND WINE
55,2024-05-25,2024-05-25,9,AC,PT15H,1,AC,904.0,1108.46,EUR,1108.46,904.0,BASIC,BASIC,0,CHECKED BAG FIRST,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT7H35M, YUL, PT1H50M,,,2024-06-17T12:20:00, 2024-06-17T19:30:00,,2024-06-17T13:55:00, 2024-06-17T21:20:00,,CPH, YUL,,BASIC,COMPLIMENTARY MEAL
56,2024-05-25,2024-05-25,9,UA,PT15H,1,UA,904.0,1108.46,EUR,1108.46,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT7H35M, YUL, PT1H50M,,,2024-06-17T12:20:00, 2024-06-17T19:30:00,,2024-06-17T13:55:00, 2024-06-17T21:20:00,,CPH, YUL,,BE,
57,2024-05-25,2024-05-25,9,UA,PT12H50M,1,UA,904.0,1111.35,EUR,1111.35,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H50M, ZRH, PT9H10M,,,2024-06-17T09:40:00, 2024-06-17T13:20:00,,2024-06-17T11:30:00, 2024-06-17T16:30:00,,CPH, ZRH,,BE,
58,2024-05-25,2024-05-25,9,UA,PT11H55M,1,UA,904.0,1111.71,EUR,1111.71,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-17T08:55:00, 2024-06-17T11:55:00,,2024-06-17T10:30:00, 2024-06-17T14:50:00,,CPH, MUC,,BE,
59,2024-05-25,2024-05-25,9,UA,PT14H45M,1,UA,904.0,1111.71,EUR,1111.71,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-17T06:05:00, 2024-06-17T11:55:00,,2024-06-17T07:40:00, 2024-06-17T14:50:00,,CPH, MUC,,BE,
60,2024-05-25,2024-05-25,9,UA,PT12H10M,1,UA,904.0,1112.23,EUR,1112.23,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, BRU, PT8H25M,,,2024-06-17T06:50:00, 2024-06-17T10:35:00,,2024-06-17T08:25:00, 2024-06-17T13:00:00,,CPH, BRU,,BE,
