numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Grand Total Price,Branded Fare Labels,Included Checked Bags Quantities,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,Flight depature date,Departure Time,Arrival Time,Day of Week Departure,Day Type Departure,Log Grand Total Price
4,LH,10.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,10.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.103412518961122
4,LH,12.833333333333334,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.103412518961122
4,LH,15.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.103412518961122
9,AF,10.5,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.1173758049638725
9,AF,10.916666666666666,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.1173758049638725
9,AF,12.0,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.1173758049638725
9,AF,13.333333333333334,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.1173758049638725
9,AF,13.333333333333334,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.1173758049638725
9,AF,15.416666666666666,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.1173758049638725
9,AF,15.75,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.1173758049638725
9,AF,16.75,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.1173758049638725
9,AF,19.166666666666668,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.1173758049638725
9,AF,13.5,1,1233.84,ECONOMY LIGHT,0,2.083333333333333, CDG,8.333333333333334,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.117886536415359
9,AF,12.416666666666666,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.25,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.121381685604504
9,AF,12.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.121381685604504
9,AF,12.75,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.121381685604504
9,AF,14.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.121381685604504
9,AF,15.083333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.121381685604504
9,AF,16.333333333333332,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.121381685604504
9,AF,16.916666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.121381685604504
9,AF,18.5,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.333333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.121381685604504
9,AF,18.666666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.121381685604504
9,AF,20.33333333333333,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.166666666666666,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.121381685604504
9,AF,22.08333333333333,1,1248.73,ECONOMY LIGHT,0,2.083333333333333, CDG,7.916666666666667,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.12988231381849
9,AF,12.083333333333334,1,1626.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.393976686250706
9,LH,10.916666666666666,1,1758.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.472051525035985
9,SK,9.0,0,1956.03,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,7.578672187900459
9,SK,9.0,0,1956.03,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,7.578672187900459
9,TP,19.916666666666668,1,434.28,DISCOUNT,0,3.9166666666666665, LIS,8.0,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.0736894873636516
9,TP,32.416666666666664,1,439.66,DISCOUNT,0,3.9166666666666665, LIS,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.086001700931971
1,S4,19.416666666666668,2,460.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Morning,Evening,Thursday,Weekday,6.131769820113187
1,S4,55.91666666666666,2,460.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.131769820113187
9,AY,11.833333333333334,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167306825304179
9,AY,12.666666666666666,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167306825304179
9,AY,16.333333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167306825304179
9,AY,17.583333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167306825304179
9,AY,18.33333333333333,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167306825304179
9,AY,29.83333333333333,1,476.9,ECONOMY LIGHT,0,1.5833333333333337, HEL,8.75,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,6.167306825304179
9,AY,32.083333333333336,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167306825304179
1,AY,11.333333333333334,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.916666666666667,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167851864413745
1,AY,13.166666666666666,1,477.16,ECONOMY LIGHT,0,2.0, LHR,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167851864413745
1,AY,20.33333333333333,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Evening,Morning,Thursday,Weekday,6.167851864413745
1,AY,21.75,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Evening,Afternoon,Thursday,Weekday,6.167851864413745
1,AY,24.166666666666668,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Afternoon,Morning,Thursday,Weekday,6.167851864413745
1,AY,24.5,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Afternoon,Morning,Thursday,Weekday,6.167851864413745
1,AY,25.58333333333333,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Afternoon,Afternoon,Thursday,Weekday,6.167851864413745
1,AY,11.333333333333334,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167851864413745
1,AY,14.0,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.167851864413745
5,AY,12.416666666666666,1,477.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.167851864413745
5,AY,14.166666666666666,1,477.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.916666666666667,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167851864413745
5,AY,16.0,1,477.16,ECONOMY LIGHT,0,2.083333333333333, LHR,8.0,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167851864413745
1,AY,16.833333333333332,1,477.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.167851864413745
9,FI,17.833333333333332,1,481.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.1775913547429155
9,IB,11.833333333333334,1,491.9,BASIC,0,1.5, HEL,8.75,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.198275443801294
9,FI,32.333333333333336,1,500.17,ECONOMY LIGHT,0,3.25, KEF,6.166666666666667,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.2149480406352895
9,FI,11.166666666666666,1,533.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.280077436215495
9,FI,11.333333333333334,1,533.83,ECONOMY LIGHT,0,3.25, KEF,6.333333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.280077436215495
9,FI,14.166666666666666,1,533.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.280077436215495
9,FI,20.83333333333333,1,533.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.280077436215495
1,AY,23.666666666666668,1,567.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-20,Evening,Afternoon,Thursday,Weekday,6.340641450869357
8,LO,30.916666666666668,1,629.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,6.4450211626834
1,S4,31.916666666666668,2,658.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.489584798376419
1,S4,31.916666666666668,2,658.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.489584798376419
1,S4,31.916666666666668,2,658.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.489584798376419
1,S4,43.41666666666666,2,658.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Morning,Evening,Thursday,Weekday,6.489584798376419
1,S4,43.41666666666666,2,658.25,BASIC,1,3.9166666666666665, LIS,2.5, PDL,6.083333333333333,2024-06-20,Morning,Evening,Thursday,Weekday,6.489584798376419
4,LO,13.416666666666666,1,664.56,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.5,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,6.499125167530816
4,LO,32.833333333333336,1,664.56,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.333333333333334,No layover,0.0,2024-06-20,Afternoon,Afternoon,Thursday,Weekday,6.499125167530816
4,LO,14.75,1,737.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.603347440836964
9,LO,15.666666666666666,1,737.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.603347440836964
9,LO,26.33333333333333,1,737.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,2024-06-20,Evening,Afternoon,Thursday,Weekday,6.603347440836964
9,TK,16.166666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.666666666666666,No layover,0.0,2024-06-20,Evening,Morning,Thursday,Weekday,6.628649656747857
9,TK,18.166666666666668,1,756.46,RESTRICTED,2,3.4166666666666665, IST,10.75,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.628649656747857
9,TK,22.916666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,2024-06-20,Evening,Afternoon,Thursday,Weekday,6.628649656747857
9,TK,27.916666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,6.628649656747857
6,LO,19.33333333333333,1,871.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,6.770284709406077
4,IB,30.916666666666668,1,937.2,BASIC,0,3.0, BCN,8.916666666666666,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,6.842896706633641
9,IB,24.83333333333333,1,941.03,BASIC,0,3.1666666666666665, MAD,8.25,No layover,0.0,2024-06-20,Evening,Afternoon,Thursday,Weekday,6.846975020054876
9,IB,29.08333333333333,1,941.03,BASIC,0,3.1666666666666665, MAD,8.583333333333334,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,6.846975020054876
9,UX,17.75,2,1014.0,STANDARD,1,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.921658184151129
9,UX,17.75,2,1014.0,STANDARD,1,1.4166666666666667, AMS,2.583333333333333, MAD,8.25,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.921658184151129
9,UX,41.75,2,1014.0,STANDARD,1,1.4166666666666667, AMS,2.583333333333333, MAD,8.25,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.921658184151129
9,UX,41.75,2,1023.28,STANDARD,1,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,2024-06-20,Morning,Afternoon,Thursday,Weekday,6.930768433291138
9,AZ,18.58333333333333,2,1061.24,ECONOMY FLEX,1,2.083333333333333, CDG,2.083333333333333, FCO,9.75,2024-06-20,Morning,Evening,Thursday,Weekday,6.96719331473075
9,AC,14.983333333333333,1,1108.46,BASIC,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.010726943606016
9,UA,14.983333333333333,1,1108.46,BASIC ECONOMY,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.010726943606016
9,UA,12.833333333333334,1,1111.35,BASIC ECONOMY,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.013330771530775
9,UA,11.916666666666666,1,1111.71,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.013654649431639
9,UA,14.75,1,1111.71,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.013654649431639
9,UA,12.166666666666666,1,1112.23,BASIC ECONOMY,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.014122287955589
9,AC,15.966666666666669,1,1113.83,BASIC,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.0155598056105735
9,UA,15.966666666666669,1,1113.83,BASIC ECONOMY,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.0155598056105735
9,UA,11.25,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.016259846923648
9,UA,14.0,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.016259846923648
9,UA,16.416666666666668,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.016259846923648
4,LX,12.833333333333334,1,1128.85,ECONOMY LIGHT,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.028954694383982
9,LH,10.916666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.029273552167256
9,LH,12.0,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.029273552167256
9,LH,14.666666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.029273552167256
9,SN,12.166666666666666,1,1129.73,ECONOMY LIGHT,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.029733945103044
9,LH,11.166666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,11.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,13.666666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,10.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,14.083333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,14.333333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.833333333333334,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,LH,16.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.031838427187
9,LH,16.333333333333332,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.031838427187
9,LH,16.5,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.031838427187
9,VS,8.833333333333334,0,1205.46,ECONOMY LIGHT,0,8.833333333333334,No layover,0.0,No layover,0.0,2024-06-20,Afternoon,Afternoon,Thursday,Weekday,7.094616515818124
4,LH,11.916666666666666,1,1213.21,ECONOMY SAVER,1,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.101025018444484
4,LH,10.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-20,Evening,Evening,Thursday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,10.0,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.103412518961122
4,LH,12.833333333333334,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.103412518961122
4,LH,15.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.103412518961122
4,LH,15.916666666666666,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.833333333333334,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.103412518961122
9,AF,10.833333333333334,1,1227.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.112498579210822
9,AF,13.083333333333334,1,1227.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.112498579210822
9,AF,14.25,1,1227.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.112498579210822
9,AF,10.5,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.1173758049638725
9,AF,10.916666666666666,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.1173758049638725
9,AF,12.0,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.1173758049638725
9,AF,13.333333333333334,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.1173758049638725
9,AF,13.333333333333334,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.1173758049638725
9,AF,15.416666666666666,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.1173758049638725
9,AF,15.75,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.1173758049638725
9,AF,16.75,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.1173758049638725
9,AF,19.166666666666668,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.1173758049638725
9,AF,12.416666666666666,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.25,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.121381685604504
9,AF,12.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.121381685604504
9,AF,12.75,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.121381685604504
9,AF,14.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.121381685604504
9,AF,15.083333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.121381685604504
9,AF,16.333333333333332,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-20,Afternoon,Evening,Thursday,Weekday,7.121381685604504
9,AF,16.916666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.121381685604504
9,AF,18.5,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.333333333333334,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.121381685604504
9,AF,18.666666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.121381685604504
9,AF,20.33333333333333,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.166666666666666,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.121381685604504
9,AF,22.08333333333333,1,1248.73,ECONOMY LIGHT,0,2.083333333333333, CDG,7.916666666666667,No layover,0.0,2024-06-20,Morning,Evening,Thursday,Weekday,7.12988231381849
9,AF,12.083333333333334,1,1626.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-20,Morning,Afternoon,Thursday,Weekday,7.393976686250706
9,SK,9.0,0,1956.03,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,2024-06-20,Afternoon,Afternoon,Thursday,Weekday,7.578672187900459
9,SK,9.0,0,1956.03,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,2024-06-20,Afternoon,Afternoon,Thursday,Weekday,7.578672187900459
6,TP,13.5,1,434.28,DISCOUNT,0,3.8333333333333335, LIS,8.0,No layover,0.0,2024-06-21,Afternoon,Evening,Friday,Weekday,6.0736894873636516
9,AY,11.833333333333334,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-21,Afternoon,Evening,Friday,Weekday,6.167306825304179
9,AY,12.666666666666666,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-21,Afternoon,Evening,Friday,Weekday,6.167306825304179
9,AY,16.333333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-21,Morning,Evening,Friday,Weekday,6.167306825304179
9,AY,17.583333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-21,Morning,Evening,Friday,Weekday,6.167306825304179
9,AY,18.33333333333333,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-21,Morning,Evening,Friday,Weekday,6.167306825304179
